order_id,order_line_id,order_number,customer_id,product_id,order_date,requested_ship_date,order_status,order_channel,quantity,unit_price,discount_pct,tax_amount,ship_from_location_id,ship_to_location_id,currency_code,sales_rep,created_at,updated_at,_loaded_at,_source_system
ORD00011,OL000024,SO-20240011,CUST0011,PROD0091,2024-02-07,2024-02-17,CLOSED,MARKETPLACE,29,111.0156,0.1,181.0942,LOC0006,LOC0072,USD,M. Torres,2024-02-07 00:00:00,2024-02-09 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00012,OL000025,SO-20240012,CUST0012,PROD0053,2024-02-10,2024-02-17,CANCELLED,WEB,22,20.0304,0,27.5418,LOC0011,LOC0055,USD,R. Brooks,2024-02-10 00:00:00,2024-02-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00012,OL000026,SO-20240012,CUST0012,PROD0087,2024-02-10,2024-02-14,CANCELLED,PHONE,25,7.7786,0.1,10.9387,LOC0003,LOC0058,USD,M. Torres,2024-02-10 00:00:00,2024-02-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00013,OL000027,SO-20240013,CUST0013,PROD0090,2024-02-13,2024-02-16,SHIPPED,PHONE,43,9.9059,0.1,23.9599,LOC0018,LOC0073,USD,L. Chen,2024-02-13 00:00:00,2024-02-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00013,OL000028,SO-20240013,CUST0013,PROD0043,2024-02-13,2024-02-16,SHIPPED,SALES_REP,9,67.0097,0.1,33.9237,LOC0017,LOC0072,USD,A. Patel,2024-02-13 00:00:00,2024-02-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00013,OL000029,SO-20240013,CUST0013,PROD0047,2024-02-13,2024-02-20,SHIPPED,SALES_REP,20,56.9086,0,71.1358,LOC0007,LOC0063,USD,J. Kim,2024-02-13 00:00:00,2024-02-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00014,OL000030,SO-20240014,CUST0014,PROD0013,2024-02-16,2024-02-18,PARTIAL,PHONE,33,103.1029,0.1,191.3848,LOC0005,LOC0073,USD,J. Kim,2024-02-16 00:00:00,2024-02-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00014,OL000031,SO-20240014,CUST0014,PROD0021,2024-02-16,2024-02-20,PARTIAL,SALES_REP,12,22.7328,0.1,15.3446,LOC0002,LOC0075,USD,M. Torres,2024-02-16 00:00:00,2024-02-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00015,OL000032,SO-20240015,CUST0015,PROD0057,2024-02-19,2024-02-24,CLOSED,MARKETPLACE,40,89.6899,0.05,213.0135,LOC0008,LOC0068,USD,S. Nguyen,2024-02-19 00:00:00,2024-02-21 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00016,OL000033,SO-20240016,CUST0016,PROD0048,2024-02-22,2024-03-02,CANCELLED,PHONE,44,79.0564,0.05,206.5348,LOC0013,LOC0075,USD,J. Kim,2024-02-22 00:00:00,2024-02-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00017,OL000034,SO-20240017,CUST0017,PROD0018,2024-02-25,2024-03-03,CLOSED,MARKETPLACE,17,54.1493,0.05,54.6569,LOC0004,LOC0056,USD,M. Torres,2024-02-25 00:00:00,2024-02-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00017,OL000035,SO-20240017,CUST0017,PROD0011,2024-02-25,2024-02-29,CLOSED,SALES_REP,11,87.5365,0.1,54.1632,LOC0003,LOC0063,USD,S. Nguyen,2024-02-25 00:00:00,2024-02-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00017,OL000036,SO-20240017,CUST0017,PROD0045,2024-02-25,2024-03-06,CLOSED,PHONE,2,50.9145,0.05,6.0461,LOC0008,LOC0073,USD,A. Patel,2024-02-25 00:00:00,2024-02-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00018,OL000037,SO-20240018,CUST0018,PROD0041,2024-02-28,2024-03-03,SHIPPED,EDI,7,72.17,0,31.5744,LOC0002,LOC0067,USD,S. Nguyen,2024-02-28 00:00:00,2024-03-01 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00019,OL000038,SO-20240019,CUST0019,PROD0098,2024-03-02,2024-03-04,CLOSED,WEB,46,95.5921,0.1,247.3446,LOC0001,LOC0065,USD,J. Kim,2024-03-02 00:00:00,2024-03-04 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00020,OL000039,SO-20240020,CUST0020,PROD0094,2024-03-05,2024-03-11,CLOSED,EDI,39,109.7791,0,267.5866,LOC0010,LOC0056,USD,A. Patel,2024-03-05 00:00:00,2024-03-07 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00020,OL000040,SO-20240020,CUST0020,PROD0031,2024-03-05,2024-03-14,CLOSED,WEB,27,39.834,0.1,60.4979,LOC0004,LOC0080,USD,R. Brooks,2024-03-05 00:00:00,2024-03-07 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00020,OL000041,SO-20240020,CUST0020,PROD0069,2024-03-05,2024-03-10,CLOSED,EDI,2,77.364,0.1,8.7035,LOC0010,LOC0076,USD,A. Patel,2024-03-05 00:00:00,2024-03-07 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00021,OL000042,SO-20240021,CUST0021,PROD0074,2024-03-08,2024-03-18,CLOSED,PHONE,27,167.0667,0,281.9251,LOC0003,LOC0050,USD,S. Nguyen,2024-03-08 00:00:00,2024-03-10 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00022,OL000043,SO-20240022,CUST0022,PROD0082,2024-03-11,2024-03-13,CANCELLED,PHONE,25,109.7567,0,171.4948,LOC0003,LOC0071,USD,J. Kim,2024-03-11 00:00:00,2024-03-13 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00023,OL000044,SO-20240023,CUST0023,PROD0014,2024-03-14,2024-03-18,CLOSED,WEB,38,103.6978,0,246.2823,LOC0012,LOC0070,USD,L. Chen,2024-03-14 00:00:00,2024-03-16 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00023,OL000045,SO-20240023,CUST0023,PROD0023,2024-03-14,2024-03-18,CLOSED,EDI,44,88.7185,0.05,231.7771,LOC0003,LOC0078,USD,A. Patel,2024-03-14 00:00:00,2024-03-16 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00023,OL000046,SO-20240023,CUST0023,PROD0038,2024-03-14,2024-03-16,CLOSED,PHONE,13,97.1453,0,78.9306,LOC0010,LOC0074,USD,R. Brooks,2024-03-14 00:00:00,2024-03-16 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00024,OL000047,SO-20240024,CUST0024,PROD0097,2024-03-17,2024-03-19,SHIPPED,PHONE,42,86.6483,0,227.4518,LOC0009,LOC0056,USD,M. Torres,2024-03-17 00:00:00,2024-03-19 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00025,OL000048,SO-20240025,CUST0025,PROD0096,2024-03-20,2024-03-27,SHIPPED,EDI,29,53.6296,0.05,92.3435,LOC0016,LOC0080,USD,M. Torres,2024-03-20 00:00:00,2024-03-22 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00025,OL000049,SO-20240025,CUST0025,PROD0067,2024-03-20,2024-03-23,SHIPPED,SALES_REP,18,132.696,0.05,141.8188,LOC0006,LOC0067,USD,M. Torres,2024-03-20 00:00:00,2024-03-22 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00026,OL000050,SO-20240026,CUST0026,PROD0085,2024-03-23,2024-03-31,PARTIAL,EDI,19,21.735,0.1,23.2293,LOC0015,LOC0071,USD,S. Nguyen,2024-03-23 00:00:00,2024-03-25 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00026,OL000051,SO-20240026,CUST0026,PROD0006,2024-03-23,2024-03-31,PARTIAL,PHONE,47,82.1673,0,241.3664,LOC0002,LOC0053,USD,L. Chen,2024-03-23 00:00:00,2024-03-25 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00027,OL000052,SO-20240027,CUST0027,PROD0066,2024-03-26,2024-03-30,CLOSED,MARKETPLACE,48,170.2004,0,510.6012,LOC0015,LOC0051,USD,J. Kim,2024-03-26 00:00:00,2024-03-28 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00027,OL000053,SO-20240027,CUST0027,PROD0009,2024-03-26,2024-04-02,CLOSED,SALES_REP,16,52.9362,0,52.9362,LOC0002,LOC0058,USD,L. Chen,2024-03-26 00:00:00,2024-03-28 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00028,OL000054,SO-20240028,CUST0028,PROD0048,2024-03-29,2024-04-02,SHIPPED,MARKETPLACE,29,76.8565,0.1,125.3722,LOC0012,LOC0074,USD,M. Torres,2024-03-29 00:00:00,2024-03-31 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00028,OL000055,SO-20240028,CUST0028,PROD0084,2024-03-29,2024-03-31,SHIPPED,EDI,18,14.0124,0,15.7639,LOC0016,LOC0073,USD,R. Brooks,2024-03-29 00:00:00,2024-03-31 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00029,OL000056,SO-20240029,CUST0029,PROD0091,2024-04-01,2024-04-07,PARTIAL,SALES_REP,29,98.069,0.1,159.9751,LOC0007,LOC0056,USD,J. Kim,2024-04-01 00:00:00,2024-04-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00029,OL000057,SO-20240029,CUST0029,PROD0010,2024-04-01,2024-04-04,PARTIAL,PHONE,29,37.2971,0.05,64.2209,LOC0012,LOC0053,USD,R. Brooks,2024-04-01 00:00:00,2024-04-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00030,OL000058,SO-20240030,CUST0030,PROD0021,2024-04-04,2024-04-11,CLOSED,MARKETPLACE,46,22.3067,0,64.1318,LOC0008,LOC0056,USD,J. Kim,2024-04-04 00:00:00,2024-04-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00030,OL000059,SO-20240030,CUST0030,PROD0018,2024-04-04,2024-04-11,CLOSED,MARKETPLACE,16,61.1389,0,61.1389,LOC0012,LOC0078,USD,R. Brooks,2024-04-04 00:00:00,2024-04-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00031,OL000060,SO-20240031,CUST0031,PROD0009,2024-04-07,2024-04-17,PARTIAL,SALES_REP,20,49.8122,0.05,59.152,LOC0014,LOC0053,USD,J. Kim,2024-04-07 00:00:00,2024-04-09 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00032,OL000061,SO-20240032,CUST0032,PROD0010,2024-04-10,2024-04-17,DRAFT,EDI,29,39.1697,0.1,63.8956,LOC0018,LOC0060,USD,J. Kim,2024-04-10 00:00:00,2024-04-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00032,OL000062,SO-20240032,CUST0032,PROD0056,2024-04-10,2024-04-13,DRAFT,MARKETPLACE,33,167.3818,0,345.225,LOC0005,LOC0068,USD,J. Kim,2024-04-10 00:00:00,2024-04-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00032,OL000063,SO-20240032,CUST0032,PROD0021,2024-04-10,2024-04-17,DRAFT,MARKETPLACE,21,23.0945,0,30.3115,LOC0010,LOC0054,USD,M. Torres,2024-04-10 00:00:00,2024-04-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00033,OL000064,SO-20240033,CUST0033,PROD0036,2024-04-13,2024-04-23,PARTIAL,WEB,9,49.3404,0.1,24.9786,LOC0017,LOC0059,USD,R. Brooks,2024-04-13 00:00:00,2024-04-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00033,OL000065,SO-20240033,CUST0033,PROD0075,2024-04-13,2024-04-20,PARTIAL,MARKETPLACE,10,26.4518,0.1,14.8791,LOC0002,LOC0050,USD,A. Patel,2024-04-13 00:00:00,2024-04-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00033,OL000066,SO-20240033,CUST0033,PROD0006,2024-04-13,2024-04-18,PARTIAL,MARKETPLACE,42,80.9227,0,212.4221,LOC0014,LOC0050,USD,S. Nguyen,2024-04-13 00:00:00,2024-04-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00034,OL000067,SO-20240034,CUST0034,PROD0038,2024-04-16,2024-04-21,CANCELLED,SALES_REP,42,112.6743,0.05,280.9815,LOC0010,LOC0078,USD,A. Patel,2024-04-16 00:00:00,2024-04-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00034,OL000068,SO-20240034,CUST0034,PROD0089,2024-04-16,2024-04-25,CANCELLED,SALES_REP,4,155.1444,0.05,36.8468,LOC0007,LOC0070,USD,R. Brooks,2024-04-16 00:00:00,2024-04-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00034,OL000069,SO-20240034,CUST0034,PROD0019,2024-04-16,2024-04-23,CANCELLED,SALES_REP,21,93.898,0,123.2411,LOC0005,LOC0072,USD,R. Brooks,2024-04-16 00:00:00,2024-04-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00035,OL000070,SO-20240035,CUST0035,PROD0031,2024-04-19,2024-04-24,CLOSED,EDI,30,36.5716,0.05,65.1432,LOC0004,LOC0052,USD,M. Torres,2024-04-19 00:00:00,2024-04-21 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00035,OL000071,SO-20240035,CUST0035,PROD0050,2024-04-19,2024-04-26,CLOSED,MARKETPLACE,40,79.6546,0,199.1365,LOC0011,LOC0061,USD,J. Kim,2024-04-19 00:00:00,2024-04-21 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00036,OL000072,SO-20240036,CUST0036,PROD0060,2024-04-22,2024-04-24,SHIPPED,WEB,32,124.8682,0.05,237.2496,LOC0013,LOC0078,USD,J. Kim,2024-04-22 00:00:00,2024-04-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00036,OL000073,SO-20240036,CUST0036,PROD0028,2024-04-22,2024-04-28,SHIPPED,SALES_REP,38,34.7539,0,82.5405,LOC0016,LOC0067,USD,R. Brooks,2024-04-22 00:00:00,2024-04-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00036,OL000074,SO-20240036,CUST0036,PROD0002,2024-04-22,2024-04-29,SHIPPED,SALES_REP,7,99.7136,0,43.6247,LOC0012,LOC0051,USD,S. Nguyen,2024-04-22 00:00:00,2024-04-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00037,OL000075,SO-20240037,CUST0037,PROD0025,2024-04-25,2024-05-03,OPEN,MARKETPLACE,24,51.258,0,76.887,LOC0015,LOC0066,USD,R. Brooks,2024-04-25 00:00:00,2024-04-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00037,OL000076,SO-20240037,CUST0037,PROD0088,2024-04-25,2024-05-03,OPEN,PHONE,40,65.1071,0,162.7678,LOC0011,LOC0072,USD,J. Kim,2024-04-25 00:00:00,2024-04-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00037,OL000077,SO-20240037,CUST0037,PROD0026,2024-04-25,2024-04-27,OPEN,WEB,39,87.3794,0.1,191.6886,LOC0002,LOC0057,USD,L. Chen,2024-04-25 00:00:00,2024-04-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00038,OL000078,SO-20240038,CUST0038,PROD0067,2024-04-28,2024-05-02,SHIPPED,PHONE,30,119.3151,0.1,201.3442,LOC0011,LOC0059,USD,S. Nguyen,2024-04-28 00:00:00,2024-04-30 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00038,OL000079,SO-20240038,CUST0038,PROD0079,2024-04-28,2024-05-05,SHIPPED,MARKETPLACE,48,127.7346,0.1,344.8834,LOC0017,LOC0080,USD,L. Chen,2024-04-28 00:00:00,2024-04-30 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00039,OL000080,SO-20240039,CUST0039,PROD0003,2024-05-01,2024-05-09,CLOSED,MARKETPLACE,24,90.1403,0,135.2104,LOC0010,LOC0050,USD,R. Brooks,2024-05-01 00:00:00,2024-05-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00039,OL000081,SO-20240039,CUST0039,PROD0061,2024-05-01,2024-05-06,CLOSED,WEB,17,130.8074,0.1,125.0846,LOC0016,LOC0059,USD,R. Brooks,2024-05-01 00:00:00,2024-05-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00040,OL000082,SO-20240040,CUST0040,PROD0100,2024-05-04,2024-05-06,CLOSED,MARKETPLACE,25,112.4483,0,175.7005,LOC0004,LOC0061,USD,A. Patel,2024-05-04 00:00:00,2024-05-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00040,OL000083,SO-20240040,CUST0040,PROD0057,2024-05-04,2024-05-09,CLOSED,SALES_REP,21,91.7071,0.05,114.3473,LOC0017,LOC0079,USD,L. Chen,2024-05-04 00:00:00,2024-05-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00040,OL000084,SO-20240040,CUST0040,PROD0094,2024-05-04,2024-05-09,CLOSED,MARKETPLACE,4,112.9337,0.1,25.4101,LOC0011,LOC0079,USD,R. Brooks,2024-05-04 00:00:00,2024-05-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00041,OL000085,SO-20240041,CUST0041,PROD0059,2024-05-07,2024-05-13,SHIPPED,MARKETPLACE,35,64.0747,0,140.1634,LOC0016,LOC0061,USD,J. Kim,2024-05-07 00:00:00,2024-05-09 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00042,OL000086,SO-20240042,CUST0042,PROD0029,2024-05-10,2024-05-19,SHIPPED,PHONE,20,89.0007,0,111.2509,LOC0016,LOC0071,USD,R. Brooks,2024-05-10 00:00:00,2024-05-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00042,OL000087,SO-20240042,CUST0042,PROD0093,2024-05-10,2024-05-20,SHIPPED,SALES_REP,18,19.8525,0.1,20.1007,LOC0013,LOC0071,USD,J. Kim,2024-05-10 00:00:00,2024-05-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00043,OL000088,SO-20240043,CUST0043,PROD0092,2024-05-13,2024-05-19,SHIPPED,SALES_REP,6,93.6659,0.05,33.3685,LOC0007,LOC0061,USD,R. Brooks,2024-05-13 00:00:00,2024-05-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00043,OL000089,SO-20240043,CUST0043,PROD0035,2024-05-13,2024-05-16,SHIPPED,MARKETPLACE,36,13.2274,0,29.7616,LOC0008,LOC0064,USD,A. Patel,2024-05-13 00:00:00,2024-05-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00044,OL000090,SO-20240044,CUST0044,PROD0029,2024-05-16,2024-05-24,CLOSED,PHONE,41,81.5584,0,208.9934,LOC0016,LOC0055,USD,L. Chen,2024-05-16 00:00:00,2024-05-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00044,OL000091,SO-20240044,CUST0044,PROD0099,2024-05-16,2024-05-20,CLOSED,SALES_REP,9,65.6213,0.1,33.2208,LOC0016,LOC0079,USD,L. Chen,2024-05-16 00:00:00,2024-05-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00044,OL000092,SO-20240044,CUST0044,PROD0026,2024-05-16,2024-05-19,CLOSED,MARKETPLACE,19,84.7201,0,100.6051,LOC0008,LOC0051,USD,J. Kim,2024-05-16 00:00:00,2024-05-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00045,OL000093,SO-20240045,CUST0045,PROD0005,2024-05-19,2024-05-25,SHIPPED,WEB,26,106.6763,0,173.349,LOC0001,LOC0068,USD,R. Brooks,2024-05-19 00:00:00,2024-05-21 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00046,OL000094,SO-20240046,CUST0046,PROD0037,2024-05-22,2024-06-01,CLOSED,SALES_REP,30,9.8251,0.1,16.5799,LOC0005,LOC0078,USD,M. Torres,2024-05-22 00:00:00,2024-05-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00046,OL000095,SO-20240046,CUST0046,PROD0025,2024-05-22,2024-05-28,CLOSED,EDI,8,49.4241,0.05,23.4764,LOC0001,LOC0070,USD,M. Torres,2024-05-22 00:00:00,2024-05-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00047,OL000096,SO-20240047,CUST0047,PROD0023,2024-05-25,2024-06-02,CLOSED,MARKETPLACE,40,94.3838,0.05,224.1615,LOC0011,LOC0054,USD,S. Nguyen,2024-05-25 00:00:00,2024-05-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00048,OL000097,SO-20240048,CUST0048,PROD0018,2024-05-28,2024-05-30,CLOSED,PHONE,31,56.7193,0,109.8936,LOC0013,LOC0064,USD,S. Nguyen,2024-05-28 00:00:00,2024-05-30 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00049,OL000098,SO-20240049,CUST0049,PROD0039,2024-05-31,2024-06-06,CLOSED,PHONE,38,129.1814,0,306.8058,LOC0008,LOC0052,USD,L. Chen,2024-05-31 00:00:00,2024-06-02 00:00:00,2025-09-20 06:00:00,NETSUITE
